年份,月份,进出口,商品编码,商品描述,企业名称,出口最终国或进口原产国,收发货地,报关口岸,贸易方式,运输方式,航次,数量,金额,商品分类
2011,8,出口,1.70E+07,化学纯果糖,进出口公司43,英国,厦门特区,深圳海关,一般贸易,水路运输,1,33040,8525,17
2007,9,出口,1.70E+07,化学纯果糖,进出口公司44,哈萨克斯坦,宝鸡其他,深圳海关,一般贸易,水路运输,1,22080,8546,17
2006,10,出口,1.70E+07,化学纯果糖,进出口公司45,哥伦比亚,苏州其他,深圳海关,一般贸易,水路运输,1,45000,8708,17
2006,11,出口,1.70E+07,化学纯果糖,进出口公司46,加拿大,德州,南京海关,一般贸易,水路运输,4,2475,8935,17
2012,12,出口,1.70E+07,化学纯果糖,进出口公司47,阿联酋,宜昌,深圳海关,一般贸易,水路运输,1,4732,916,17
2006,1,出口,1.70E+07,化学纯果糖,进出口公司48,委内瑞拉,宁波其他,深圳海关,一般贸易,水路运输,1,12539,9706,17
2009,2,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司49,美国,江门,青岛海关,一般贸易,水路运输,1,44000,10780,17
2009,3,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司50,印度尼西亚,东营,青岛海关,一般贸易,水路运输,1,160600,138117,17
2012,4,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司51,俄罗斯,郑州其他,青岛海关,一般贸易,水路运输,1,19800,16046,17
2011,5,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司52,美国,山西其他,南京海关,一般贸易,水路运输,1,20900,16136,17
2009,6,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司53,意大利,青岛其他,天津海关,一般贸易,水路运输,1,220000,169400,17
2012,7,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司54,马来西亚,荆州,青岛海关,一般贸易,水路运输,1,20900,17145,17
2006,8,出口,1.70E+07,其他果糖及果糖浆（按重量计干燥状态的果糖含量在50%以上，转化糖除外）,进出口公司55,美国,厦门象屿保税区,青岛海关,一般贸易,水路运输,1,22000,17792,17
2011,9,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司56,阿曼,苏州高新技术产业开发区,宁波海关,进料加工贸易,水路运输,2,19584,32288,17
2010,10,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司57,美国,房山,上海海关,一般贸易,水路运输,2,16752,32414,17
2007,11,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司58,美国,和平区,深圳海关,一般贸易,公路运输,1,16319,3264,17
2008,12,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司59,挪威,上海青浦出口加工区,厦门海关,一般贸易,水路运输,6,6420,32640,17
2007,1,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司60,新加坡,东营,厦门海关,一般贸易,水路运输,5,7740,32640,17
2006,2,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司61,英国,常熟,南京海关,进料加工贸易,水路运输,7,52037,330046,17
2009,3,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司62,美国,烟台其他,深圳海关,一般贸易,水路运输,3,127698,330235,17
2012,4,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司63,加拿大,津南区,广州海关,一般贸易,航空运输,2,1838,3313,17
2010,5,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司64,印度尼西亚,永川区,深圳海关,一般贸易,水路运输,1,18500,3330,17
2007,6,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司65,加拿大,荆州,深圳海关,一般贸易,水路运输,2,208271,333002,17
2012,7,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司66,美国,德州,深圳海关,保税区仓储转口货物,公路运输,3,1282,3334,17
2006,8,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司67,土耳其,北京其他,深圳海关,进料加工贸易,水路运输,3,13706,33465,17
2011,9,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司68,伊朗,上海浦东新区,黄埔海关,一般贸易,水路运输,2,17716,33661,17
2008,10,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司69,美国,南京其他,深圳海关,一般贸易,水路运输,3,1628,3380,17
2009,11,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司70,加拿大,德州,上海海关,一般贸易,水路运输,2,22358,33945,17
2006,12,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司71,法国,上海其他,汕头海关,一般贸易,公路运输,1,1134,340,17
2011,1,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司72,印度尼西亚,湖北其他,拱北海关,一般贸易,水路运输,2,2196,3400,17
2007,2,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司73,哥伦比亚,东营,黄埔海关,一般贸易,水路运输,2,17920,34048,17
2007,3,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司74,尼日利亚,天津港保税区,大连海关,一般贸易,公路运输,1,8520,3408,17
2006,4,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司75,加拿大,济南其他,拱北海关,一般贸易,公路运输,1,6951,3413,17
2007,5,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司76,哈萨克斯坦,邢台,广州海关,一般贸易,水路运输,2,27302,34318,17
2007,6,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司77,马来西亚,大连其他,汕头海关,一般贸易,水路运输,2,18633,34528,17
2010,7,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司78,尼日利亚,河北其他,大连海关,边境小额贸易,公路运输,1,86400,34560,17
2011,8,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司79,加拿大,松江,上海海关,一般贸易,水路运输,3,15967,34635,17
2010,9,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司80,美国,德州,深圳海关,进料加工贸易,水路运输,2,213623,351148,17
2007,10,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司81,新加坡,闵行其他,上海海关,一般贸易,水路运输,2,21968,35119,17
2007,11,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司82,美国,山东其他,江门海关,一般贸易,公路运输,2,144,3530,17
2011,12,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司83,美国,盐城,拱北海关,一般贸易,公路运输,2,3424,3534,17
2009,1,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司84,新加坡,西城区,大连海关,一般贸易,水路运输,1,288,3554,17
2009,2,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司85,美国,津南区,上海海关,一般贸易,水路运输,2,18540,35694,17
2010,3,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司86,新加坡,宁波经济技术开发区,汕头海关,一般贸易,水路运输,3,13592,35800,17
2008,4,出口,1.70E+07,其他不含可可的糖食（包括白巧克力）,进出口公司87,英国,成都其他,深圳海关,一般贸易,公路运输,2,3120,3623,17
2012,5,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司88,卡塔尔,苏州工业园区,上海海关,一般贸易,水路运输,4,33976,111156,19
2007,6,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司89,英国,西安其他,青岛海关,进料加工贸易,水路运输,2,6922,11124,19
2008,7,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司90,加拿大,银川,青岛海关,一般贸易,水路运输,2,8480,11146,19
2009,8,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司91,美国,嘉兴,天津海关,一般贸易,水路运输,2,6423,11356,19
2008,9,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司92,马来西亚,济源,拱北海关,一般贸易,公路运输,1,4500,1161,19
2007,10,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司93,苏丹,天津其他,拱北海关,一般贸易,公路运输,1,4500,1161,19
2007,11,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司94,荷兰,嘉兴,青岛海关,一般贸易,水路运输,2,8736,11710,19
2010,12,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司95,新加坡,河北其他,天津海关,进料加工贸易,水路运输,2,6030,11714,19
2012,1,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司96,美国,郑州高新技术开发区,天津海关,一般贸易,水路运输,2,8113,11955,19
2009,2,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司97,美国,上海其他,青岛海关,一般贸易,水路运输,2,7171,12050,19
2012,3,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司98,新加坡,株州其他,青岛海关,一般贸易,水路运输,1,17258,12081,19
2008,4,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司99,缅甸,宝鸡其他,青岛海关,一般贸易,水路运输,2,9500,12145,19
2010,5,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司100,俄罗斯,石家庄其他,宁波海关,一般贸易,水路运输,8,1550,12158,19
2006,6,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司101,泰国,上海青浦出口加工区,天津海关,一般贸易,水路运输,2,8552,12389,19
2006,7,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司102,德国,东营,天津海关,一般贸易,水路运输,2,8532,12402,19
2011,8,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司103,土耳其,东营,青岛海关,一般贸易,水路运输,2,692,1244,19
2012,9,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司104,阿联酋,浙江其他,上海海关,一般贸易,水路运输,2,83252,124833,19
2010,10,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司105,美国,闵行其他,青岛海关,一般贸易,水路运输,2,62760,124879,19
2009,11,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司106,阿尔及利亚,济源,上海海关,一般贸易,水路运输,2,8160,12524,19
2007,12,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司107,加拿大,德州,青岛海关,一般贸易,水路运输,2,83554,125369,19
2009,1,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司108,美国,厦门特区,青岛海关,一般贸易,水路运输,2,70697,127817,19
2010,2,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司109,伊拉克,天津其他,广州海关,一般贸易,水路运输,2,10268,12818,19
2012,3,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司110,加拿大,上海青浦出口加工区,青岛海关,一般贸易,水路运输,2,7710,12855,19
2006,4,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司111,俄罗斯,南阳,拱北海关,一般贸易,公路运输,1,5000,1290,19
2010,5,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司112,阿联酋,上海青浦出口加工区,青岛海关,一般贸易,水路运输,3,4968,13082,19
2011,6,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司113,美国,济源,广州海关,一般贸易,公路运输,2,10559,13164,19
2008,7,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司114,阿尔及利亚,牡丹江,青岛海关,一般贸易,水路运输,2,10350,13330,19
2006,8,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司115,美国,包头其他,天津海关,一般贸易,水路运输,1,13800,13445,19
2008,9,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司116,美国,德阳,青岛海关,一般贸易,水路运输,2,93700,134733,19
2008,10,出口,1.90E+07,包馅面食（不论是否烹煮或经其他方法制作）,进出口公司117,美国,青岛其他,广州海关,一般贸易,水路运输,4,4642,13926,19
2010,11,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司118,挪威,张家港其他,青岛海关,一般贸易,水路运输,3,18800,50508,16
2011,12,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司119,中国香港,天津港保税区,大连海关,进料加工贸易,水路运输,6,8878,50551,16
2011,1,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司120,美国,上海浦江高科技园区,宁波海关,一般贸易,水路运输,1,5299,50709,16
2006,2,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司121,印度,上海青浦出口加工区,宁波海关,一般贸易,水路运输,6,9304,50787,16
2009,3,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司122,美国,宁波其他,青岛海关,一般贸易,水路运输,6,9403,51386,16
2011,4,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司123,美国,宁波其他,宁波海关,一般贸易,水路运输,4,13199,51588,16
2009,5,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司124,俄罗斯,津南区,厦门海关,一般贸易,水路运输,5,11000,51700,16
2007,6,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司125,哥伦比亚,上海青浦出口加工区,上海海关,来料加工装配贸易,水路运输,5,10928,51854,16
2011,7,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司126,肯尼亚,天津其他,大连海关,一般贸易,水路运输,5,13,52,16
2011,8,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司127,阿塞拜疆,上海外高桥保税区,宁波海关,进料加工贸易,水路运输,6,1020,5200,16
2009,9,出口,1.61E+07,制作或保藏的甲壳动物、软体动物及其他水生无脊椎动物：,进出口公司128,埃及,四川其他,厦门海关,一般贸易,水路运输,6,10000,52000,16
